work_order_number,dwr_name,technician,tech_subsidiary,job_stop_date,milestone,dummy_unit,on_site_hours,scope_of_work_performed
WO-35000310,DWR-11004502,PSG Technician 26,Pearce Services Global,2026-05-12,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000311,DWR-11004503,PSG Technician 20,Pearce Services Global,2025-09-25,Intake,Intake,0.61,Synthetic WO and project folder created.
WO-35000311,DWR-11004504,PSG Technician 20,Pearce Services Global,2025-09-26,Pre-field,Pre-field,3.19,Synthetic scoping and site-map preparation completed.
WO-35000311,DWR-11004505,US Field Technician 04,Pearce Services,2025-10-02,Fielding,Field Travel,1.46,Synthetic travel to and from the work site.
WO-35000311,DWR-11004506,US Field Technician 04,Pearce Services,2025-10-02,Fielding,Site Visit,1.22,Synthetic site visit and local-contact coordination.
WO-35000311,DWR-11004507,US Field Technician 04,Pearce Services,2025-10-02,Fielding,Fielding,3.97,Synthetic aerial/buried field measurements captured.
WO-35000311,DWR-11004508,PSG Technician 05,Pearce Services Global,2025-10-05,Fielding,Field QC,0.51,Synthetic field package reviewed.
WO-35000311,DWR-11004509,PSG Technician 27,Pearce Services Global,2025-10-05,OCALC,Pole loading,0.51,Synthetic pole-loading extraction and submission.
WO-35000311,DWR-11004510,PSG Technician 17,Pearce Services Global,2025-10-09,Design,Design,6.47,Synthetic design production and record correction.
WO-35000311,DWR-11004511,PSG Technician 07,Pearce Services Global,2025-10-09,Design,Design,3.17,Synthetic design production and record correction.
WO-35000311,DWR-11004512,PSG Technician 08,Pearce Services Global,2025-10-09,Design,Design QC,3.15,Synthetic design quality-control review completed.
WO-35000311,DWR-11004513,PSG Technician 24,Pearce Services Global,2025-10-12,Permitting,Unscaled Permit,3.67,Synthetic permit preparation or submission activity.
WO-35000311,DWR-11004514,PSG Technician 27,Pearce Services Global,2025-10-12,Permitting,Quality Control - Permit,1.35,Synthetic permit preparation or submission activity.
WO-35000311,DWR-11004515,PSG Technician 36,Pearce Services Global,2025-10-15,Final Delivery,Final Delivery,1.13,Synthetic final package review and delivery.
WO-35000311,DWR-11004516,PSG Technician 22,Pearce Services Global,2025-10-15,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000312,DWR-11004517,PSG Technician 18,Pearce Services Global,2025-05-07,Intake,Intake,0.68,Synthetic WO and project folder created.
WO-35000312,DWR-11004518,PSG Technician 05,Pearce Services Global,2025-05-07,Pre-field,Pre-field,2.67,Synthetic scoping and site-map preparation completed.
WO-35000312,DWR-11004519,US Field Technician 11,Pearce Services,2025-05-10,Fielding,Field Travel,1.5,Synthetic travel to and from the work site.
WO-35000312,DWR-11004520,US Field Technician 11,Pearce Services,2025-05-10,Fielding,Site Visit,1.23,Synthetic site visit and local-contact coordination.
WO-35000312,DWR-11004521,US Field Technician 11,Pearce Services,2025-05-10,Fielding,Fielding,2.18,Synthetic aerial/buried field measurements captured.
WO-35000312,DWR-11004522,PSG Technician 35,Pearce Services Global,2025-05-14,Fielding,Field QC,0.43,Synthetic field package reviewed.
WO-35000312,DWR-11004523,PSG Technician 31,Pearce Services Global,2025-05-14,OCALC,Pole loading,2.11,Synthetic pole-loading extraction and submission.
WO-35000312,DWR-11004524,PSG Technician 33,Pearce Services Global,2025-05-15,Design,Design,8.13,Synthetic design production and record correction.
WO-35000312,DWR-11004525,PSG Technician 10,Pearce Services Global,2025-05-15,Design,Design QC,3.34,Synthetic design quality-control review completed.
WO-35000312,DWR-11004526,PSG Technician 29,Pearce Services Global,2025-05-18,Final Delivery,Final Delivery,1.5,Synthetic final package review and delivery.
WO-35000312,DWR-11004527,PSG Technician 05,Pearce Services Global,2025-05-18,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000313,DWR-11004528,PSG Technician 04,Pearce Services Global,2026-01-12,Intake,Intake,0.61,Synthetic WO and project folder created.
WO-35000313,DWR-11004529,PSG Technician 29,Pearce Services Global,2026-01-12,Pre-field,Pre-field,0.53,Synthetic scoping and site-map preparation completed.
WO-35000313,DWR-11004530,US Field Technician 07,Pearce Services,2026-01-13,Fielding,Field Travel,8.08,Synthetic travel to and from the work site.
WO-35000313,DWR-11004531,US Field Technician 07,Pearce Services,2026-01-13,Fielding,Site Visit,1.3,Synthetic site visit and local-contact coordination.
WO-35000313,DWR-11004532,US Field Technician 07,Pearce Services,2026-01-13,Fielding,Fielding,3.32,Synthetic aerial/buried field measurements captured.
WO-35000313,DWR-11004533,PSG Technician 27,Pearce Services Global,2026-01-17,Fielding,Field QC,0.65,Synthetic field package reviewed.
WO-35000313,DWR-11004534,PSG Technician 26,Pearce Services Global,2026-01-20,Design,Design,2.01,Synthetic design production and record correction.
WO-35000313,DWR-11004535,PSG Technician 05,Pearce Services Global,2026-01-20,Design,Design,6.55,Synthetic design production and record correction.
WO-35000313,DWR-11004536,PSG Technician 13,Pearce Services Global,2026-01-21,Design,Design QC,1.03,Synthetic design quality-control review completed.
WO-35000313,DWR-11004537,PSG Technician 05,Pearce Services Global,2026-01-22,Final Delivery,Final Delivery,1.24,Synthetic final package review and delivery.
WO-35000313,DWR-11004538,PSG Technician 08,Pearce Services Global,2026-01-22,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000313,DWR-11004539,PSG Technician 01,Pearce Services Global,2026-01-22,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000313,DWR-11004540,PSG Technician 32,Pearce Services Global,2026-01-22,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000314,DWR-11004541,PSG Technician 14,Pearce Services Global,2025-11-11,Intake,Intake,0.67,Synthetic WO and project folder created.
WO-35000314,DWR-11004542,PSG Technician 30,Pearce Services Global,2025-11-13,Pre-field,Pre-field,2.27,Synthetic scoping and site-map preparation completed.
WO-35000314,DWR-11004543,US Field Technician 10,Pearce Services,2025-11-16,Fielding,Field Travel,0.25,Synthetic travel to and from the work site.
WO-35000314,DWR-11004544,US Field Technician 10,Pearce Services,2025-11-16,Fielding,Site Visit,2.42,Synthetic site visit and local-contact coordination.
WO-35000314,DWR-11004545,US Field Technician 10,Pearce Services,2025-11-16,Fielding,Fielding,3.57,Synthetic aerial/buried field measurements captured.
WO-35000314,DWR-11004546,PSG Technician 20,Pearce Services Global,2025-11-20,Fielding,Field QC,0.73,Synthetic field package reviewed.
WO-35000314,DWR-11004547,PSG Technician 20,Pearce Services Global,2025-11-20,OCALC,Pole loading,1.99,Synthetic pole-loading extraction and submission.
WO-35000314,DWR-11004548,PSG Technician 12,Pearce Services Global,2025-11-23,Design,Design,4.81,Synthetic design production and record correction.
WO-35000314,DWR-11004549,PSG Technician 27,Pearce Services Global,2025-11-24,Design,Design,6.21,Synthetic design production and record correction.
WO-35000314,DWR-11004550,PSG Technician 25,Pearce Services Global,2025-11-26,Design,Design,1.86,Synthetic design production and record correction.
WO-35000314,DWR-11004551,PSG Technician 35,Pearce Services Global,2025-11-27,Design,Design QC,1.24,Synthetic design quality-control review completed.
WO-35000314,DWR-11004552,PSG Technician 19,Pearce Services Global,2025-11-29,Permitting,Permit Admin,1.76,Synthetic permit preparation or submission activity.
WO-35000314,DWR-11004553,PSG Technician 20,Pearce Services Global,2025-11-29,Permitting,Unscaled Permit,4.09,Synthetic permit preparation or submission activity.
WO-35000314,DWR-11004554,PSG Technician 07,Pearce Services Global,2025-12-02,Final Delivery,Final Delivery,1.36,Synthetic final package review and delivery.
WO-35000314,DWR-11004555,PSG Technician 07,Pearce Services Global,2025-12-02,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000314,DWR-11004556,PSG Technician 14,Pearce Services Global,2025-12-02,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000314,DWR-11004557,PSG Technician 01,Pearce Services Global,2025-12-02,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000315,DWR-11004558,PSG Technician 40,Pearce Services Global,2025-01-25,Intake,Intake,0.59,Synthetic WO and project folder created.
WO-35000315,DWR-11004559,PSG Technician 26,Pearce Services Global,2025-01-26,Pre-field,Pre-field,1.61,Synthetic scoping and site-map preparation completed.
WO-35000315,DWR-11004560,US Field Technician 19,Pearce Services,2025-01-31,Fielding,Field Travel,1.07,Synthetic travel to and from the work site.
WO-35000315,DWR-11004561,US Field Technician 19,Pearce Services,2025-01-31,Fielding,Site Visit,0.97,Synthetic site visit and local-contact coordination.
WO-35000315,DWR-11004562,US Field Technician 19,Pearce Services,2025-01-31,Fielding,Fielding,2.21,Synthetic aerial/buried field measurements captured.
WO-35000315,DWR-11004563,PSG Technician 33,Pearce Services Global,2025-02-03,Fielding,Field QC,0.62,Synthetic field package reviewed.
WO-35000315,DWR-11004564,PSG Technician 22,Pearce Services Global,2025-02-03,OCALC,Pole loading,0.78,Synthetic pole-loading extraction and submission.
WO-35000315,DWR-11004565,PSG Technician 20,Pearce Services Global,2025-02-07,Design,Design,8.19,Synthetic design production and record correction.
WO-35000315,DWR-11004566,PSG Technician 40,Pearce Services Global,2025-02-08,Design,Design,5.02,Synthetic design production and record correction.
WO-35000315,DWR-11004567,PSG Technician 12,Pearce Services Global,2025-02-08,Design,Design,4.0,Synthetic design production and record correction.
WO-35000315,DWR-11004568,PSG Technician 25,Pearce Services Global,2025-02-08,Design,Design QC,2.04,Synthetic design quality-control review completed.
WO-35000315,DWR-11004569,PSG Technician 31,Pearce Services Global,2025-02-08,Permitting,Permit Admin,1.43,Synthetic permit preparation or submission activity.
WO-35000315,DWR-11004570,PSG Technician 27,Pearce Services Global,2025-02-08,Permitting,Unscaled Permit,2.6,Synthetic permit preparation or submission activity.
WO-35000315,DWR-11004571,PSG Technician 14,Pearce Services Global,2025-02-08,Permitting,Quality Control - Permit,1.91,Synthetic permit preparation or submission activity.
WO-35000315,DWR-11004572,PSG Technician 35,Pearce Services Global,2025-02-09,Final Delivery,Final Delivery,0.86,Synthetic final package review and delivery.
WO-35000315,DWR-11004573,PSG Technician 31,Pearce Services Global,2025-02-09,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000316,DWR-11004574,PSG Technician 31,Pearce Services Global,2025-06-09,Intake,Intake,0.26,Synthetic WO and project folder created.
WO-35000316,DWR-11004575,PSG Technician 18,Pearce Services Global,2025-06-11,Pre-field,Pre-field,2.89,Synthetic scoping and site-map preparation completed.
WO-35000316,DWR-11004576,US Field Technician 15,Pearce Services,2025-06-12,Fielding,Field Travel,0.93,Synthetic travel to and from the work site.
WO-35000316,DWR-11004577,US Field Technician 15,Pearce Services,2025-06-12,Fielding,Site Visit,1.31,Synthetic site visit and local-contact coordination.
WO-35000316,DWR-11004578,US Field Technician 15,Pearce Services,2025-06-12,Fielding,Fielding,1.44,Synthetic aerial/buried field measurements captured.
WO-35000316,DWR-11004579,PSG Technician 12,Pearce Services Global,2025-06-15,Fielding,Field QC,0.32,Synthetic field package reviewed.
WO-35000316,DWR-11004580,PSG Technician 02,Pearce Services Global,2025-06-15,OCALC,Pole loading,2.06,Synthetic pole-loading extraction and submission.
WO-35000316,DWR-11004581,PSG Technician 06,Pearce Services Global,2025-06-18,Design,Design,7.57,Synthetic design production and record correction.
WO-35000316,DWR-11004582,PSG Technician 37,Pearce Services Global,2025-06-18,Design,Design,7.92,Synthetic design production and record correction.
WO-35000316,DWR-11004583,PSG Technician 29,Pearce Services Global,2025-06-19,Design,Design QC,3.48,Synthetic design quality-control review completed.
WO-35000316,DWR-11004584,PSG Technician 27,Pearce Services Global,2025-06-21,Final Delivery,Final Delivery,0.91,Synthetic final package review and delivery.
WO-35000316,DWR-11004585,PSG Technician 39,Pearce Services Global,2025-06-21,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000316,DWR-11004586,PSG Technician 35,Pearce Services Global,2025-06-21,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000316,DWR-11004587,PSG Technician 25,Pearce Services Global,2025-06-21,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000317,DWR-11004588,PSG Technician 27,Pearce Services Global,2026-05-30,Intake,Intake,0.39,Synthetic WO and project folder created.
WO-35000317,DWR-11004589,PSG Technician 07,Pearce Services Global,2026-06-01,Pre-field,Pre-field,0.93,Synthetic scoping and site-map preparation completed.
WO-35000317,DWR-11004590,US Field Technician 04,Pearce Services,2026-06-02,Fielding,Field Travel,0.92,Synthetic travel to and from the work site.
WO-35000317,DWR-11004591,US Field Technician 04,Pearce Services,2026-06-02,Fielding,Site Visit,2.12,Synthetic site visit and local-contact coordination.
WO-35000317,DWR-11004592,US Field Technician 04,Pearce Services,2026-06-02,Fielding,Fielding,1.84,Synthetic aerial/buried field measurements captured.
WO-35000317,DWR-11004593,PSG Technician 30,Pearce Services Global,2026-06-06,Fielding,Field QC,0.4,Synthetic field package reviewed.
WO-35000317,DWR-11004594,PSG Technician 27,Pearce Services Global,2026-06-06,OCALC,Pole loading,2.19,Synthetic pole-loading extraction and submission.
WO-35000317,DWR-11004595,PSG Technician 39,Pearce Services Global,2026-06-08,Design,Design,3.6,Synthetic design production and record correction.
WO-35000317,DWR-11004596,PSG Technician 27,Pearce Services Global,2026-06-08,Design,Design,8.27,Synthetic design production and record correction.
WO-35000317,DWR-11004597,PSG Technician 12,Pearce Services Global,2026-06-09,Design,Design,2.2,Synthetic design production and record correction.
WO-35000317,DWR-11004598,PSG Technician 07,Pearce Services Global,2026-06-11,Design,Design QC,2.61,Synthetic design quality-control review completed.
WO-35000317,DWR-11004599,PSG Technician 10,Pearce Services Global,2026-06-13,Final Delivery,Final Delivery,0.93,Synthetic final package review and delivery.
WO-35000317,DWR-11004600,PSG Technician 39,Pearce Services Global,2026-06-13,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000317,DWR-11004601,PSG Technician 36,Pearce Services Global,2026-06-13,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000318,DWR-11004602,PSG Technician 40,Pearce Services Global,2025-02-23,Intake,Intake,0.6,Synthetic WO and project folder created.
WO-35000318,DWR-11004603,PSG Technician 12,Pearce Services Global,2025-02-24,Pre-field,Pre-field,1.93,Synthetic scoping and site-map preparation completed.
